cluster	term	term_clean	overlap	cluster_size	term_size	p	fold	hit_genes	BH_FDR
1	GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION	Protein Rna Complex Organization	4	21	8	0.2255873528610347	1.5476190476190474	GEMIN4;MRM2;NSUN4;TFB1M	0.4882842154163409
3	GOBP_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Regulation Of Protein Metabolic Process	2	4	15	0.22559966914805626	2.1666666666666665	METTL14;METTL3	0.4882842154163409
3	GOBP_REGULATION_OF_TRANSLATION	Regulation Of Translation	2	4	15	0.22559966914805626	2.1666666666666665	METTL14;METTL3	0.4882842154163409
4	GOBP_RRNA_METHYLATION	Rrna Methylation	2	4	16	0.25165425971877586	2.03125	METTL16;NSUN5	0.5373158518319808
2	GOBP_RNA_LOCALIZATION	Rna Localization	3	17	7	0.26009034078255816	1.638655462184874	DKC1;FBL;NOP58	0.5479236512485892
1	GOBP_PROTEIN_MODIFICATION_PROCESS	Protein Modification Process	3	21	6	0.293296349781014	1.5476190476190477	CTU1;TP53RK;URM1	0.6018288735766261
1	GOBP_RIBOSOME_ASSEMBLY	Ribosome Assembly	3	21	6	0.293296349781014	1.5476190476190477	MRM2;NSUN4;TFB1M	0.6018288735766261
3	GOBP_TRANSLATION	Translation	2	4	19	0.33297146401985106	1.7105263157894737	METTL14;METTL3	0.6659429280397021
4	GOBP_TRANSLATION	Translation	2	4	19	0.33297146401985106	1.7105263157894737	NSUN5;TPRKB	0.6659429280397021
1	GOBP_RNA_MODIFICATION	Rna Modification	17	21	49	0.3466744428772464	1.0738581146744413	ALKBH8;CTU1;DTWD1;ELP1;ELP3;FTSJ1;HSD17B10;METTL1;MRM2;NSUN4;RPUSD3;RPUSD4;TFB1M;THG1L;TRMT10C;TRMT5;URM1	0.6846820246825617
3	GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	Post Transcriptional Regulation Of Gene Expression	2	4	20	0.36075416518964903	1.625	METTL14;METTL3	0.7036933098761056
2	GOBP_DNA_METABOLIC_PROCESS	Dna Metabolic Process	2	17	5	0.39222372022477797	1.5294117647058822	DKC1;NAT10	0.7345026034977759
2	GOBP_REGULATION_OF_ORGANELLE_ORGANIZATION	Regulation Of Organelle Organization	2	17	5	0.39222372022477797	1.5294117647058822	DKC1;NAT10	0.7345026034977759
2	GOBP_RNA_3_END_PROCESSING	Rna 3 End Processing	2	17	5	0.39222372022477797	1.5294117647058822	DKC1;FBL	0.7345026034977759
1	GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY	Membraneless Organelle Assembly	3	21	7	0.4044413069892816	1.3265306122448979	MRM2;NSUN4;TFB1M	0.7345026034977759
1	GOBP_ORGANELLE_ASSEMBLY	Organelle Assembly	3	21	7	0.4044413069892816	1.3265306122448979	MRM2;NSUN4;TFB1M	0.7345026034977759
1	GOBP_RNA_5_END_PROCESSING	Rna 5 End Processing	3	21	7	0.4044413069892816	1.3265306122448979	HSD17B10;THG1L;TRMT10C	0.7345026034977759
1	GOBP_TRANSLATION	Translation	7	21	19	0.41129282365193337	1.1403508771929824	ELP1;ELP3;FTSJ1;RPUSD3;RPUSD4;TP53RK;TRMT10C	0.7384575697386986
4	GOBP_RRNA_MODIFICATION	Rrna Modification	2	4	22	0.4167080231596361	1.4772727272727273	METTL16;NSUN5	0.7397737939238483
2	GOBP_MRNA_MODIFICATION	Mrna Modification	3	17	9	0.43361169346378353	1.2745098039215685	DKC1;FBL;NOP58	0.7612294174141978
4	GOBP_RRNA_PROCESSING	Rrna Processing	2	4	24	0.472542242703533	1.3541666666666665	METTL16;NSUN5	0.8204579598588815
2	GOBP_PROTEIN_MODIFICATION_PROCESS	Protein Modification Process	2	17	6	0.49901645155479096	1.2745098039215685	NAT10;TRMT112	0.8226247075079243
2	GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	Ribosomal Large Subunit Biogenesis	2	17	6	0.49901645155479096	1.2745098039215685	NOP2;TRMT112	0.8226247075079243
4	GOBP_RRNA_METABOLIC_PROCESS	Rrna Metabolic Process	2	4	25	0.5001920122887864	1.2999999999999998	METTL16;NSUN5	0.8226247075079243
1	GOBP_CELLULAR_RESPONSE_TO_STRESS	Cellular Response To Stress	3	21	8	0.5117536794662298	1.1607142857142856	ALKBH8;METTL1;THG1L	0.8226247075079243
1	GOBP_ENZYME_DIRECTED_RRNA_PSEUDOURIDINE_SYNTHESIS	Enzyme Directed Rrna Pseudouridine Synthesis	2	21	5	0.523385910317428	1.2380952380952381	RPUSD3;RPUSD4	0.8226247075079243
1	GOBP_RNA_3_END_PROCESSING	Rna 3 End Processing	2	21	5	0.523385910317428	1.2380952380952381	HSD17B10;TRMT10C	0.8226247075079243
1	GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS	Rrna Pseudouridine Synthesis	2	21	5	0.523385910317428	1.2380952380952381	RPUSD3;RPUSD4	0.8226247075079243
4	GOBP_MRNA_METABOLIC_PROCESS	Mrna Metabolic Process	2	4	26	0.5275537634408602	1.25	DCP2;METTL16	0.8226247075079243
4	GOBP_RIBOSOME_BIOGENESIS	Ribosome Biogenesis	2	4	26	0.5275537634408602	1.25	METTL16;NSUN5	0.8226247075079243
2	GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	Positive Regulation Of Gene Expression	4	17	14	0.5310615200367612	1.092436974789916	DDX21;METTL8;NAT10;TRMT112	0.8226247075079243
2	GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	Positive Regulation Of Rna Metabolic Process	4	17	14	0.5310615200367612	1.092436974789916	BUD23;DDX21;DIMT1;TRMT112	0.8226247075079243
4	GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	Ribonucleoprotein Complex Biogenesis	2	4	27	0.5545506912442397	1.2037037037037037	METTL16;NSUN5	0.8506699923940765
1	GOBP_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Regulation Of Protein Metabolic Process	5	21	15	0.5780688444517411	1.0317460317460319	ELP1;ELP3;RPUSD3;RPUSD4;TRMT10C	0.8698559754607151
1	GOBP_REGULATION_OF_TRANSLATION	Regulation Of Translation	5	21	15	0.5780688444517411	1.0317460317460319	ELP1;ELP3;RPUSD3;RPUSD4;TRMT10C	0.8698559754607151
2	GOBP_RNA_MODIFICATION	Rna Modification	13	17	49	0.5916836673453214	1.0144057623049219	BUD23;DIMT1;DKC1;EMG1;FBL;METTL8;MRM1;NAT10;NOP2;NOP58;RNMT;THUMPD1;TRMT112	0.8714911586812769
2	GOBP_RNA_5_END_PROCESSING	Rna 5 End Processing	2	17	7	0.5945868958636842	1.092436974789916	CMTR1;RNMT	0.8714911586812769
2	GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	Negative Regulation Of Nucleobase Containing Compound Metabolic Process	3	17	11	0.5957028173264425	1.0427807486631016	DDX21;DKC1;NAT10	0.8714911586812769
1	GOBP_NEUROGENESIS	Neurogenesis	2	21	6	0.6384306905856351	1.0317460317460319	ELP3;FTSJ1	0.9033604077082338
1	GOBP_PSEUDOURIDINE_SYNTHESIS	Pseudouridine Synthesis	2	21	6	0.6384306905856351	1.0317460317460319	RPUSD3;RPUSD4	0.9033604077082338
1	GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	Ribosomal Large Subunit Biogenesis	2	21	6	0.6384306905856351	1.0317460317460319	MRM2;NSUN4	0.9033604077082338
3	GOBP_MACROMOLECULE_METHYLATION	Macromolecule Methylation	2	4	31	0.6575091575091575	1.0483870967741935	METTL14;METTL3	0.9033604077082338
3	GOBP_RNA_METHYLATION	Rna Methylation	2	4	31	0.6575091575091575	1.0483870967741935	METTL14;METTL3	0.9033604077082338
4	GOBP_MACROMOLECULE_METHYLATION	Macromolecule Methylation	2	4	31	0.6575091575091575	1.0483870967741935	METTL16;NSUN5	0.9033604077082338
4	GOBP_RNA_METHYLATION	Rna Methylation	2	4	31	0.6575091575091575	1.0483870967741935	METTL16;NSUN5	0.9033604077082338
2	GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION	Protein Rna Complex Organization	2	17	8	0.6772498376366063	0.9558823529411764	DKC1;NOP2	0.9145767038169555
2	GOBP_TRNA_WOBBLE_BASE_MODIFICATION	Trna Wobble Base Modification	2	17	8	0.6772498376366063	0.9558823529411764	NAT10;TRMT112	0.9145767038169555
3	GOBP_METHYLATION	Methylation	2	4	33	0.7051282051282052	0.9848484848484849	METTL14;METTL3	0.9295172069792611
4	GOBP_METHYLATION	Methylation	2	4	33	0.7051282051282052	0.9848484848484849	METTL16;NSUN5	0.9295172069792611
1	GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	Post Transcriptional Regulation Of Gene Expression	6	21	20	0.7059624356804515	0.9285714285714286	ELP1;ELP3;METTL1;RPUSD3;RPUSD4;TRMT10C	0.9295172069792611
2	GOBP_RNA_PROCESSING	Rna Processing	16	17	61	0.7216885265272363	1.0028929604628736	ADAT3;BUD23;CMTR1;DDX21;DIMT1;DKC1;EMG1;FBL;METTL8;MRM1;NAT10;NOP2;NOP58;RNMT;THUMPD1;TRMT112	0.942370142076887
3	GOBP_RNA_MODIFICATION	Rna Modification	3	4	49	0.7483457402812241	0.9948979591836735	METTL14;METTL3;WTAP	0.9596257299399801
4	GOBP_RNA_MODIFICATION	Rna Modification	3	4	49	0.7483457402812241	0.9948979591836735	METTL16;NSUN5;TPRKB	0.9596257299399801
1	GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Positive Regulation Of Protein Metabolic Process	3	21	11	0.7668882075758902	0.8441558441558442	RPUSD3;RPUSD4;TRMT10C	0.9596257299399801
1	GOBP_POSITIVE_REGULATION_OF_TRANSLATION	Positive Regulation Of Translation	3	21	11	0.7668882075758902	0.8441558441558442	RPUSD3;RPUSD4;TRMT10C	0.9596257299399801
3	GOBP_RNA_PROCESSING	Rna Processing	4	4	61	0.7707890228051518	1.0655737704918034	METTL14;METTL3;VIRMA;WTAP	0.9596257299399801
2	GOBP_MRNA_METABOLIC_PROCESS	Mrna Metabolic Process	6	17	26	0.7713447322935283	0.8823529411764706	CMTR1;DKC1;FBL;METTL8;NOP58;RNMT	0.9596257299399801
1	GOBP_MACROMOLECULE_METHYLATION	Macromolecule Methylation	9	21	31	0.7891219329131574	0.8986175115207373	ALKBH8;FTSJ1;HSD17B10;METTL1;MRM2;NSUN4;TFB1M;TRMT10C;TRMT5	0.966521437211464
1	GOBP_RNA_METHYLATION	Rna Methylation	9	21	31	0.7891219329131574	0.8986175115207373	ALKBH8;FTSJ1;HSD17B10;METTL1;MRM2;NSUN4;TFB1M;TRMT10C;TRMT5	0.966521437211464
2	GOBP_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Regulation Of Protein Metabolic Process	3	17	15	0.8286630306915093	0.7647058823529412	METTL8;NAT10;TCOF1	0.9916617965387268
2	GOBP_REGULATION_OF_TRANSLATION	Regulation Of Translation	3	17	15	0.8286630306915093	0.7647058823529412	METTL8;NAT10;TCOF1	0.9916617965387268
2	GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	Positive Regulation Of Protein Metabolic Process	2	17	11	0.8505284273031192	0.6951871657754011	METTL8;NAT10	0.9916617965387268
2	GOBP_POSITIVE_REGULATION_OF_TRANSLATION	Positive Regulation Of Translation	2	17	11	0.8505284273031192	0.6951871657754011	METTL8;NAT10	0.9916617965387268
2	GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION	Protein Containing Complex Organization	2	17	11	0.8505284273031192	0.6951871657754011	DKC1;NOP2	0.9916617965387268
2	GOBP_TRNA_METHYLATION	Trna Methylation	2	17	11	0.8505284273031192	0.6951871657754011	METTL8;TRMT112	0.9916617965387268
2	GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	Post Transcriptional Regulation Of Gene Expression	4	17	20	0.8555628530110363	0.7647058823529411	DKC1;METTL8;NAT10;TCOF1	0.9916617965387268
1	GOBP_MRNA_MODIFICATION	Mrna Modification	2	21	9	0.8613929882883671	0.6878306878306879	RPUSD3;RPUSD4	0.9916617965387268
1	GOBP_METHYLATION	Methylation	9	21	33	0.8743221160421554	0.8441558441558442	ALKBH8;FTSJ1;HSD17B10;METTL1;MRM2;NSUN4;TFB1M;TRMT10C;TRMT5	0.9916617965387268
1	GOBP_RRNA_PROCESSING	Rrna Processing	6	21	24	0.8933720662435416	0.7738095238095238	GEMIN4;MRM2;NSUN4;RPUSD3;RPUSD4;TFB1M	0.9916617965387268
1	GOBP_RNA_PROCESSING	Rna Processing	19	21	61	0.9047249793217536	0.9640905542544886	ALKBH8;CTU1;DTWD1;ELP1;ELP3;FTSJ1;GEMIN4;HSD17B10;METTL1;MRM2;NSUN4;RPUSD3;RPUSD4;TFB1M;THG1L;TP53RK;TRMT10C;TRMT5;URM1	0.9916617965387268
1	GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	Positive Regulation Of Gene Expression	3	21	14	0.9076243835993122	0.6632653061224489	RPUSD3;RPUSD4;TRMT10C	0.9916617965387268
1	GOBP_RRNA_METABOLIC_PROCESS	Rrna Metabolic Process	6	21	25	0.921526227001654	0.7428571428571429	GEMIN4;MRM2;NSUN4;RPUSD3;RPUSD4;TFB1M	0.9916617965387268
1	GOBP_RRNA_MODIFICATION	Rrna Modification	5	21	22	0.9304298430231759	0.7034632034632035	MRM2;NSUN4;RPUSD3;RPUSD4;TFB1M	0.9916617965387268
2	GOBP_TRNA_METABOLIC_PROCESS	Trna Metabolic Process	5	17	27	0.9307373491738121	0.7080610021786493	ADAT3;METTL8;NAT10;THUMPD1;TRMT112	0.9916617965387268
2	GOBP_TRNA_PROCESSING	Trna Processing	5	17	27	0.9307373491738121	0.7080610021786493	ADAT3;METTL8;NAT10;THUMPD1;TRMT112	0.9916617965387268
1	GOBP_MACROMOLECULE_CATABOLIC_PROCESS	Macromolecule Catabolic Process	2	21	11	0.9332166216298496	0.5627705627705628	METTL1;NSUN4	0.9916617965387268
1	GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS	Nucleic Acid Catabolic Process	2	21	11	0.9332166216298496	0.5627705627705628	METTL1;NSUN4	0.9916617965387268
1	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	Nucleobase Containing Compound Catabolic Process	2	21	11	0.9332166216298496	0.5627705627705628	METTL1;NSUN4	0.9916617965387268
2	GOBP_TRANSLATION	Translation	3	17	19	0.9421298927617822	0.6037151702786377	METTL8;NAT10;TCOF1	0.9916617965387268
1	GOBP_RIBOSOME_BIOGENESIS	Ribosome Biogenesis	6	21	26	0.9435216650939293	0.7142857142857143	GEMIN4;MRM2;NSUN4;RPUSD3;RPUSD4;TFB1M	0.9916617965387268
2	GOBP_TRNA_MODIFICATION	Trna Modification	4	17	24	0.9510364786300974	0.6372549019607843	METTL8;NAT10;THUMPD1;TRMT112	0.9916617965387268
1	GOBP_RRNA_METHYLATION	Rrna Methylation	3	21	16	0.954655099461589	0.5803571428571428	MRM2;NSUN4;TFB1M	0.9916617965387268
1	GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	Ribonucleoprotein Complex Biogenesis	6	21	27	0.9602800941166152	0.6878306878306879	GEMIN4;MRM2;NSUN4;RPUSD3;RPUSD4;TFB1M	0.9916617965387268
1	GOBP_MRNA_PROCESSING	Mrna Processing	4	21	21	0.971938271256277	0.5895691609977325	GEMIN4;RPUSD3;RPUSD4;TRMT10C	0.9960284322101939
1	GOBP_RNA_SPLICING	Rna Splicing	2	21	14	0.9802405098608155	0.4421768707482993	GEMIN4;RPUSD4	0.9960284322101939
4	GOBP_RNA_PROCESSING	Rna Processing	3	4	61	0.9834204773720903	0.7991803278688525	METTL16;NSUN5;TPRKB	0.9960284322101939
2	GOBP_MRNA_PROCESSING	Mrna Processing	2	17	21	0.9949475992763699	0.3641456582633053	CMTR1;RNMT	0.9969307559849125
1	GOBP_MRNA_METABOLIC_PROCESS	Mrna Metabolic Process	4	21	26	0.9969307559849125	0.47619047619047616	GEMIN4;RPUSD3;RPUSD4;TRMT10C	0.9969307559849125
