cluster	term	term_clean	overlap	cluster_size	term_size	background_size	fold	p	hit_genes	BH_FDR
1	GOBP_RRNA_TRANSCRIPTION	Rrna Transcription	5	50	5	170	3.4	0.0019001747573171484	NOL11;POLR1B;POLR1C;POLR1E;TCOF1	0.020374096009011647
3	GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION	Protein Rna Complex Organization	5	12	16	170	4.427083333333333	0.0020706065777924597	DDX20;GEMIN4;GEMIN5;LSM6;SMN2	0.021460601847755438
7	GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	Post Translational Protein Modification	3	7	8	170	9.107142857142858	0.0022238965645342418	CTU1;CTU2;URM1	0.021460601847755438
7	GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	Protein Modification By Small Protein Conjugation	3	7	8	170	9.107142857142858	0.0022238965645342418	CTU1;CTU2;URM1	0.021460601847755438
5	GOBP_HEMOPOIESIS	Hemopoiesis	3	8	7	170	9.107142857142858	0.002223896564534242	METTL14;METTL3;RBM15	0.021460601847755438
4	GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	Mitochondrial Rna Metabolic Process	4	11	12	170	5.151515151515151	0.0036832389802249144	AARS2;PTCD1;RPUSD4;TARS2	0.03145748576821339
3	GOBP_MRNA_PROCESSING	Mrna Processing	7	12	36	170	2.7546296296296298	0.003932284560832312	DDX20;GEMIN4;GEMIN5;LSM6;METTL16;SMN2;WBP11	0.03145748576821339
2	GOBP_GLIAL_CELL_DEVELOPMENT	Glial Cell Development	4	31	5	170	4.387096774193548	0.00407480385598619	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.03145748576821339
2	GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	Immune Response Regulating Signaling Pathway	4	31	5	170	4.387096774193548	0.00407480385598619	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.03145748576821339
2	GOBP_MONOATOMIC_ION_TRANSPORT	Monoatomic Ion Transport	4	31	5	170	4.387096774193548	0.00407480385598619	ATP11B;HSPA9;PMPCB;SLC25A10	0.03145748576821339
2	GOBP_OLIGODENDROCYTE_DEVELOPMENT	Oligodendrocyte Development	4	31	5	170	4.387096774193548	0.00407480385598619	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.03145748576821339
2	GOBP_OLIGODENDROCYTE_DIFFERENTIATION	Oligodendrocyte Differentiation	4	31	5	170	4.387096774193548	0.00407480385598619	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.03145748576821339
2	GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	Positive Regulation Of Translational Initiation	4	31	5	170	4.387096774193548	0.00407480385598619	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.03145748576821339
2	GOBP_RESPONSE_TO_CARBOHYDRATE	Response To Carbohydrate	4	31	5	170	4.387096774193548	0.00407480385598619	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.03145748576821339
2	GOBP_RESPONSE_TO_MONOSACCHARIDE	Response To Monosaccharide	4	31	5	170	4.387096774193548	0.00407480385598619	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.03145748576821339
5	GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	Regulation Of Mrna Metabolic Process	4	8	18	170	4.722222222222222	0.004819077708723535	METTL14;METTL3;RBM15;WTAP	0.03577238453014009
5	GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	Rna Splicing Via Transesterification Reactions	4	8	18	170	4.722222222222222	0.004819077708723535	METTL14;METTL3;RBM15;WTAP	0.03577238453014009
5	GOBP_MRNA_MODIFICATION	Mrna Modification	3	8	9	170	7.083333333333333	0.005096910381613927	METTL14;METTL3;WTAP	0.03643347050561066
5	GOBP_REGULATION_OF_CELL_DIFFERENTIATION	Regulation Of Cell Differentiation	3	8	9	170	7.083333333333333	0.005096910381613927	METTL14;METTL3;RBM15	0.03643347050561066
2	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	Establishment Of Protein Localization	6	31	11	170	2.9912023460410557	0.005491880290611982	DNAJC19;GFER;HSPA9;OXA1L;PMPCB;TIMM23B	0.0378694660465927
2	GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	Response To Oxygen Containing Compound	5	31	8	170	3.42741935483871	0.005592123224496849	EIF2B1;EIF2B3;EIF2B4;EIF2B5;LONP1	0.0378694660465927
2	GOBP_RESPONSE_TO_PEPTIDE_HORMONE	Response To Peptide Hormone	5	31	8	170	3.42741935483871	0.005592123224496849	EIF2B1;EIF2B3;EIF2B4;EIF2B5;LONP1	0.0378694660465927
5	GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	Central Nervous System Development	3	8	10	170	6.375	0.007114604645221063	METTL14;METTL3;PSMG1	0.04734892056991949
3	GOBP_SNRNA_METABOLIC_PROCESS	Snrna Metabolic Process	3	12	7	170	6.071428571428571	0.008111731243435373	INTS3;INTS9;METTL16	0.052185470999434234
3	GOBP_SNRNA_PROCESSING	Snrna Processing	3	12	7	170	6.071428571428571	0.008111731243435373	INTS3;INTS9;METTL16	0.052185470999434234
9	GOBP_MEMBRANE_ORGANIZATION	Membrane Organization	2	4	7	170	12.142857142857142	0.008426377318457412	BNIP1;CAMLG	0.053321010572533786
1	GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	Anatomical Structure Formation Involved In Morphogenesis	5	50	6	170	2.8333333333333335	0.008809901147561321	NLE1;POLR1B;RPL24;RPL36;TCOF1	0.054848739402559195
2	GOBP_MITOCHONDRIAL_TRANSLATION	Mitochondrial Translation	9	31	23	170	2.14586255259467	0.009452268185303	DAP3;MRPS21;MRPS22;MRPS24;MRPS28;MRPS35;OXA1L;RARS2;TRMT10C	0.05751080628860799
2	GOBP_RESPONSE_TO_ABIOTIC_STIMULUS	Response To Abiotic Stimulus	6	31	12	170	2.7419354838709675	0.009535470472722568	DNAJA3;EIF2B1;EIF2B3;EIF2B4;EIF2B5;LONP1	0.05751080628860799
7	GOBP_PROTEIN_MODIFICATION_PROCESS	Protein Modification Process	3	7	13	170	5.604395604395605	0.010349641366919186	CTU1;CTU2;URM1	0.06058805945464341
2	GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	Activation Of Immune Response	4	31	6	170	3.655913978494623	0.010635946101056875	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.06058805945464341
2	GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	Positive Regulation Of Immune System Process	5	31	9	170	3.046594982078853	0.010927366978369232	DNAJA3;EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.06058805945464341
2	GOBP_REGULATION_OF_IMMUNE_RESPONSE	Regulation Of Immune Response	5	31	9	170	3.046594982078853	0.010927366978369232	DNAJA3;EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.06058805945464341
2	GOBP_RESPONSE_TO_HORMONE	Response To Hormone	5	31	9	170	3.046594982078853	0.010927366978369232	EIF2B1;EIF2B3;EIF2B4;EIF2B5;LONP1	0.06058805945464341
9	GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS	Negative Regulation Of Catabolic Process	2	4	8	170	10.625	0.011144435806424047	CAMLG;NBAS	0.06058805945464341
9	GOBP_PROTEIN_TRANSPORT	Protein Transport	2	4	8	170	10.625	0.011144435806424047	NBAS;RINT1	0.06058805945464341
2	GOBP_MITOCHONDRIAL_GENE_EXPRESSION	Mitochondrial Gene Expression	10	31	28	170	1.9585253456221199	0.012682121544998797	DAP3;MRPS21;MRPS22;MRPS24;MRPS28;MRPS35;OXA1L;RARS2;TRMT10C;TRMT5	0.06799026272735466
6	GOBP_ENZYME_DIRECTED_RRNA_PSEUDOURIDINE_SYNTHESIS	Enzyme Directed Rrna Pseudouridine Synthesis	2	7	5	170	9.714285714285715	0.01376425121651237	RPUSD1;TSR3	0.07179731039964561
6	GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	Nuclear Transcribed Mrna Catabolic Process Deadenylation Dependent Decay	2	7	5	170	9.714285714285715	0.01376425121651237	DCP2;YBX1	0.07179731039964561
2	GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	Regulation Of Immune System Process	6	31	13	170	2.531017369727047	0.015370524659565689	DNAJA3;EIF2B1;EIF2B3;EIF2B4;EIF2B5;HSPA9	0.07910696691456474
5	GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	Regulation Of Immune System Process	3	8	13	170	4.903846153846153	0.01581124042901648	METTL14;METTL3;RBM15	0.0799563907420212
3	GOBP_MRNA_METABOLIC_PROCESS	Mrna Metabolic Process	7	12	45	170	2.2037037037037037	0.015949849966672622	DDX20;GEMIN4;GEMIN5;LSM6;METTL16;SMN2;WBP11	0.0799563907420212
1	GOBP_RNA_PROCESSING	Rna Processing	36	50	100	170	1.224	0.017699213688117322	AATF;ADAT3;BUD23;CMTR1;DDX21;DDX47;DDX52;DDX56;DIMT1;DKC1;EMG1;EXOSC4;FBL;FCF1;KRR1;MRM1;NAT10;NCBP1;NCBP2;NOL11;NOP10;NOP2;NOP58;RAMAC;RIOK1;RNMT;RPS19;RPS6;RRP9;SRRT;THUMPD1;TRMT112;TSR2;UTP23;WDR3;WDR36	0.08748019437579914
5	GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	Alternative Mrna Splicing Via Spliceosome	2	8	5	170	8.5	0.018130610233326246	RBM15;WTAP	0.08748019437579914
5	GOBP_FOREBRAIN_DEVELOPMENT	Forebrain Development	2	8	5	170	8.5	0.018130610233326246	METTL14;METTL3	0.08748019437579914
2	GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	Response To Endogenous Stimulus	5	31	10	170	2.741935483870968	0.01897993984912072	EIF2B1;EIF2B3;EIF2B4;EIF2B5;LONP1	0.08934459489951949
2	GOBP_RESPONSE_TO_NITROGEN_COMPOUND	Response To Nitrogen Compound	5	31	10	170	2.741935483870968	0.01897993984912072	EIF2B1;EIF2B3;EIF2B4;EIF2B5;LONP1	0.08934459489951949
1	GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	Dna Templated Transcription Initiation	6	50	9	170	2.2666666666666666	0.019898968313207838	POLR1B;POLR1C;POLR1E;TAF1C;TAF7;TRMT112	0.0925421899867256
6	GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS	Rrna Pseudouridine Synthesis	2	7	6	170	8.095238095238095	0.020234401395972924	RPUSD1;TSR3	0.09298189212911367
2	GOBP_GLIAL_CELL_DIFFERENTIATION	Glial Cell Differentiation	4	31	7	170	3.133640552995392	0.021597854486114003	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.0947360435413637
2	GOBP_GLIOGENESIS	Gliogenesis	4	31	7	170	3.133640552995392	0.021597854486114003	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.0947360435413637
2	GOBP_MEMBRANE_ORGANIZATION	Membrane Organization	4	31	7	170	3.133640552995392	0.021597854486114003	ATP11B;DNAJA3;HSPA9;OXA1L	0.0947360435413637
2	GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	Positive Regulation Of Immune Response	4	31	7	170	3.133640552995392	0.021597854486114003	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.0947360435413637
7	GOBP_RNA_PROCESSING	Rna Processing	7	7	100	170	1.7000000000000002	0.022282218946355275	ALKBH8;CTU1;CTU2;ELP3;ELP4;ELP5;URM1	0.09663973610441727
2	GOBP_TRANSLATION	Translation	15	31	54	170	1.5232974910394264	0.025542244049126868	DAP3;EIF2B1;EIF2B3;EIF2B4;EIF2B5;FARSA;MRPS21;MRPS22;MRPS24;MRPS28;MRPS35;OXA1L;RARS2;SAMD4B;TRMT10C	0.10510647222395182
5	GOBP_CHROMATIN_REMODELING	Chromatin Remodeling	2	8	6	170	7.083333333333333	0.02654577488391297	METTL3;RBM15	0.10510647222395182
5	GOBP_MALE_GAMETE_GENERATION	Male Gamete Generation	2	8	6	170	7.083333333333333	0.02654577488391297	METTL14;METTL3	0.10510647222395182
5	GOBP_MIRNA_PROCESSING	Mirna Processing	2	8	6	170	7.083333333333333	0.02654577488391297	METTL14;METTL3	0.10510647222395182
5	GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	Negative Regulation Of Developmental Process	2	8	6	170	7.083333333333333	0.02654577488391297	METTL14;RBM15	0.10510647222395182
5	GOBP_PRIMARY_MIRNA_PROCESSING	Primary Mirna Processing	2	8	6	170	7.083333333333333	0.02654577488391297	METTL14;METTL3	0.10510647222395182
5	GOBP_REGULATORY_NCRNA_PROCESSING	Regulatory Ncrna Processing	2	8	6	170	7.083333333333333	0.02654577488391297	METTL14;METTL3	0.10510647222395182
5	GOBP_RESPONSE_TO_PEPTIDE	Response To Peptide	2	8	6	170	7.083333333333333	0.02654577488391297	METTL3;RBM15	0.10510647222395182
1	GOBP_7_METHYLGUANOSINE_MRNA_CAPPING	7 Methylguanosine Mrna Capping	4	50	5	170	2.7199999999999998	0.026685062896236473	CMTR1;NCBP1;RAMAC;RNMT	0.10510647222395182
6	GOBP_PSEUDOURIDINE_SYNTHESIS	Pseudouridine Synthesis	2	7	7	170	6.938775510204082	0.02776186879988191	RPUSD1;TSR3	0.1082432460278224
4	GOBP_AMINO_ACID_METABOLIC_PROCESS	Amino Acid Metabolic Process	2	11	5	170	6.181818181818182	0.03433099999640908	AARS2;TARS2	0.1284511867134887
1	GOBP_RRNA_MODIFICATION	Rrna Modification	11	50	23	170	1.626086956521739	0.03617426410363781	BUD23;DIMT1;DKC1;EMG1;FBL;MRM1;NAT10;NOP10;NOP2;NOP58;TRMT112	0.1284511867134887
5	GOBP_GLIAL_CELL_DIFFERENTIATION	Glial Cell Differentiation	2	8	7	170	6.071428571428571	0.036274526211664465	METTL14;METTL3	0.1284511867134887
5	GOBP_GLIOGENESIS	Gliogenesis	2	8	7	170	6.071428571428571	0.036274526211664465	METTL14;METTL3	0.1284511867134887
5	GOBP_MULTICELLULAR_ORGANISMAL_REPRODUCTIVE_PROCESS	Multicellular Organismal Reproductive Process	2	8	7	170	6.071428571428571	0.036274526211664465	METTL14;METTL3	0.1284511867134887
5	GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	Negative Regulation Of Rna Catabolic Process	2	8	7	170	6.071428571428571	0.036274526211664465	METTL14;METTL3	0.1284511867134887
5	GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	Regulation Of Mrna Splicing Via Spliceosome	2	8	7	170	6.071428571428571	0.036274526211664465	RBM15;WTAP	0.1284511867134887
5	GOBP_REGULATION_OF_RNA_SPLICING	Regulation Of Rna Splicing	2	8	7	170	6.071428571428571	0.036274526211664465	RBM15;WTAP	0.1284511867134887
5	GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING	Regulatory Ncrna Mediated Gene Silencing	2	8	7	170	6.071428571428571	0.036274526211664465	METTL14;METTL3	0.1284511867134887
5	GOBP_SEXUAL_REPRODUCTION	Sexual Reproduction	2	8	7	170	6.071428571428571	0.036274526211664465	METTL14;METTL3	0.1284511867134887
3	GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS	Nucleic Acid Catabolic Process	4	12	20	170	2.833333333333333	0.037470882897341844	INTS3;INTS9;LSM6;METTL16	0.1284511867134887
3	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	Nucleobase Containing Compound Catabolic Process	4	12	20	170	2.833333333333333	0.037470882897341844	INTS3;INTS9;LSM6;METTL16	0.1284511867134887
2	GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION	Cytoplasmic Translational Initiation	4	31	8	170	2.741935483870968	0.03760358574773115	EIF2B1;EIF2B3;EIF2B4;EIF2B5	0.1284511867134887
2	GOBP_PROTEIN_TRANSPORT	Protein Transport	4	31	8	170	2.741935483870968	0.03760358574773115	DNAJC19;GFER;HSPA9;TIMM23B	0.1284511867134887
3	GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION	Protein Containing Complex Organization	5	12	30	170	2.361111111111111	0.03927542407018107	DDX20;GEMIN4;GEMIN5;LSM6;SMN2	0.1321804309743186
9	GOBP_REGULATION_OF_CATABOLIC_PROCESS	Regulation Of Catabolic Process	2	4	15	170	5.666666666666666	0.03945363710448925	CAMLG;NBAS	0.1321804309743186
6	GOBP_RNA_MODIFICATION	Rna Modification	5	7	56	170	2.168367346938776	0.03972261656223046	NSUN5;RPUSD1;TRMU;TSR3;WDR4	0.1321804309743186
5	GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	Negative Regulation Of Nucleobase Containing Compound Metabolic Process	3	8	18	170	3.5416666666666665	0.040088987645027184	METTL14;METTL3;RBM15	0.1322593951365854
3	GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	Ribonucleoprotein Complex Biogenesis	7	12	53	170	1.871069182389937	0.04121157379807049	DDX20;GEMIN4;GEMIN5;LSM6;METTL16;SMN2;WBP11	0.13481074140724755
2	GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION	Protein Complex Oligomerization	3	31	5	170	3.2903225806451615	0.042738677800152725	FARSA;OXA1L;THG1L	0.1374760802571579
2	GOBP_PROTEOLYSIS	Proteolysis	3	31	5	170	3.2903225806451615	0.042738677800152725	LONP1;OXA1L;PMPCB	0.1374760802571579
6	GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	Nuclear Transcribed Mrna Catabolic Process	2	7	9	170	5.396825396825396	0.04570300743670759	DCP2;YBX1	0.14579637083114982
5	GOBP_CHROMATIN_ORGANIZATION	Chromatin Organization	2	8	8	170	5.3125	0.04720693695726661	METTL3;RBM15	0.14695062633471703
5	GOBP_GENERATION_OF_NEURONS	Generation Of Neurons	2	8	8	170	5.3125	0.04720693695726661	METTL14;METTL3	0.14695062633471703
5	GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS	Negative Regulation Of Catabolic Process	2	8	8	170	5.3125	0.04720693695726661	METTL14;METTL3	0.14695062633471703
1	GOBP_CHROMATIN_ORGANIZATION	Chromatin Organization	5	50	8	170	2.125	0.0492583724245836	BUD23;DDX21;FBL;TAF7;TRMT112	0.15210985404711413
9	GOBP_NITROGEN_COMPOUND_TRANSPORT	Nitrogen Compound Transport	2	4	17	170	5.0	0.05025485799322742	NBAS;RINT1	0.1539553586141729
